text,intent,action_type
save goal mua laptop 1 triệu,action,SET_GOAL
mở cài đặt,action,SETTING
hủy hóa đơn mới nhất,action,DELETE_LAST
thống kê chi tiêu hôm nay,action,REPORT_GENERAL
hủy hóa đơn mới nhất,action,DELETE_LAST
update record vừa nhập,action,UPDATE_RECORD
cho t xem báo cáo 30 ngày qua,action,REPORT
hủy hóa đơn mới nhất,action,DELETE_LAST
giảm limit còn 200k,action,LIMIT
tư vấn hạn mức cho mình,action,SUGGEST
giảm limit còn 5 triệu,action,LIMIT
xóa giao dịch vừa nhập,action,DELETE_LAST
check tiền đã xài cuối tuần đi,action,REPORT_COMPARE
alert hạn mức cho giáo dục,action,SET_ALERT
cộng thêm 2 triệu vào hạn mức,action,SET_LIMIT
nói chuyện hài hước hơn đi,action,TONE
xem report giải trí thứ 3,action,REPORT
tìm record năm ngoái,action,SEARCH_RECORD
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
sửa giao dịch cuối thành 2 triệu,action,EDIT
gợi ý ngân sách tháng sau,action,SUGGEST
bật cảnh báo giải trí,action,SET_ALERT
set limit giải trí 50k mỗi tháng,action,LIMIT
save goal mua laptop 2 triệu,action,SET_GOAL
set limit nhà ở 500k mỗi tháng,action,LIMIT
đặt hạn mức mua sắm 50k,action,SET_LIMIT
cho t xem báo cáo 01-01-2026,action,REPORT_GENERAL
search hóa đơn trên 10 triệu,action,SEARCH
tắt thông báo chi tiêu,action,SET_ALERT
mở cài đặt,action,SYSTEM_SETTING
set income 500k,action,SET_INCOME
cho t xem báo cáo tuần này,action,REPORT_COMPARE
cho t xem báo cáo tuần trước,action,REPORT_INCOME
cộng thêm 50k vào hạn mức,action,LIMIT
chuyển style nói chuyện nhé,action,TONE
chuyển style nói chuyện nhé,action,SET_TONE
lương của mình là 5 triệu,action,SET_INCOME
hủy hóa đơn mới nhất,action,DELETE_LAST
set nickname Mimo Master,action,SET_USERNAME
để dành 200k nha,action,GOAL
nói chuyện dặn dỗi hơn đi,action,SET_TONE
nói chuyện hài hước hơn đi,action,TONE
hủy hóa đơn mới nhất,action,DELETE_LAST
tắt chế độ tối,action,SETTING
thống kê chi tiêu tuần trước,action,REPORT_COMPARE
cho t xem báo cáo thứ 3,action,REPORT
tìm record hôm qua,action,SEARCH
check tiền đã xài tháng trước đi,action,REPORT_INCOME
để dành 200k nha,action,SET_GOAL
lương của mình là 1 triệu,action,SET_INCOME
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
đề xuất budget hợp lý đi,action,SUGGEST
undo giao dịch cuối,action,DELETE_LAST
nói chuyện nghiêm túc hơn đi,action,TONE
set nickname Anh Khang,action,SET_USERNAME
chỉnh lại ghi chú nha,action,EDIT
set tone nghiêm túc,action,SET_TONE
tạo mục tiêu tiết kiệm 2 triệu,action,SET_GOAL
gợi ý ngân sách tháng sau,action,SUGGEST
mỗi tháng mình kiếm 50k,action,SET_INCOME
cộng thêm 200k vào hạn mức,action,LIMIT
cho t xem báo cáo tuần trước,action,REPORT_INCOME
xem report giáo dục thứ 3,action,REPORT_GENERAL
kiếm giúp khoản trà sữa,action,SEARCH_RECORD
tắt chế độ tối,action,SETTING
cho t xem báo cáo tháng này,action,REPORT_GENERAL
xóa giao dịch vừa nhập,action,DELETE
lương của mình là 5 triệu,action,SET_INCOME
tìm giao dịch mua sắm,action,SEARCH_RECORD
từ giờ gọi t là Anh Khang,action,SET_USERNAME
cho t xem báo cáo 01-01-2026,action,REPORT_GENERAL
search hóa đơn trên 50k,action,SEARCH_RECORD
xem report đi lại 7 ngày qua,action,REPORT
cho t xem báo cáo tuần trước,action,REPORT_GENERAL
đổi tên thành Mimo Master,action,SET_USERNAME
thống kê chi tiêu thứ 2,action,REPORT_GENERAL
đề xuất budget hợp lý đi,action,SUGGEST
undo giao dịch cuối,action,DELETE
hủy hóa đơn mới nhất,action,DELETE
chuyển giao diện sáng,action,SETTING
save goal mua laptop 500k,action,GOAL
xóa record cuối giúp mình,action,DELETE
search hóa đơn trên 500k,action,SEARCH
chuyển giao diện sáng,action,SETTING
tìm giao dịch mua sắm,action,SEARCH
nói chuyện dễ thương hơn đi,action,TONE
search hóa đơn trên 10 triệu,action,SEARCH_RECORD
nói chuyện châm chọc hơn đi,action,SET_TONE
undo giao dịch cuối,action,DELETE
chỉnh lại ghi chú nha,action,EDIT
chỉnh lại ghi chú nha,action,UPDATE_RECORD
cho t xem báo cáo thứ 6,action,REPORT_GENERAL
thu nhập tháng này 10 triệu,action,SET_INCOME
thống kê chi tiêu cuối tuần,action,REPORT
để dành 500k nha,action,GOAL
xóa record cuối giúp mình,action,DELETE
thống kê chi tiêu 15-06-2026,action,REPORT_COMPARE
update record vừa nhập,action,EDIT
kiếm giúp khoản trà sữa,action,SEARCH
undo giao dịch cuối,action,DELETE_LAST
để dành 10 triệu nha,action,GOAL
tắt chế độ tối,action,SYSTEM_SETTING
xem report nhà ở thứ 6,action,REPORT_GENERAL
set tone dễ thương,action,TONE
undo giao dịch cuối,action,DELETE
chỉnh lại ghi chú nha,action,EDIT
save goal mua laptop 2 triệu,action,GOAL
tắt chế độ tối,action,SYSTEM_SETTING
tìm giao dịch nhà ở,action,SEARCH
check tiền đã xài tháng 12 năm ngoái đi,action,REPORT
set tone dễ thương,action,TONE
alert hạn mức cho giải trí,action,SET_ALERT
tạo mục tiêu tiết kiệm 1 triệu,action,GOAL
tạo mục tiêu tiết kiệm 1 triệu,action,GOAL
mục tiêu du lịch 2 triệu trước thứ 3,action,SET_GOAL
save goal mua laptop 2 triệu,action,SET_GOAL
thu nhập tháng này 50k,action,SET_INCOME
update record vừa nhập,action,EDIT
đặt hạn mức giải trí 200k,action,LIMIT
alert hạn mức cho nhà ở,action,SET_ALERT
set nickname Bin,action,SET_USERNAME
save goal mua laptop 10 triệu,action,SET_GOAL
cộng thêm 1 triệu vào hạn mức,action,SET_LIMIT
set income 100k,action,SET_INCOME
thu nhập tháng này 5 triệu,action,SET_INCOME
thống kê chi tiêu tuần này,action,REPORT_GENERAL
thống kê chi tiêu tuần trước,action,REPORT
tháng tới nên tiêu bao nhiêu,action,SUGGEST_BUDGET
xem report giáo dục hôm qua,action,REPORT_GENERAL
chuyển style nói chuyện nhé,action,TONE
mở cài đặt,action,SETTING
chuyển giao diện sáng,action,SETTING
cộng thêm 200k vào hạn mức,action,SET_LIMIT
check tiền đã xài 23-12-2025 đi,action,REPORT_INCOME
xem report ăn uống hôm nay,action,REPORT_GENERAL
cho t xem báo cáo tháng trước,action,REPORT
để dành 5 triệu nha,action,GOAL
undo giao dịch cuối,action,DELETE_LAST
nói chuyện châm chọc hơn đi,action,TONE
lương của mình là 10 triệu,action,SET_INCOME
để dành 10 triệu nha,action,GOAL
set limit mua sắm 500k mỗi tháng,action,SET_LIMIT
xem report sức khỏe 30 ngày qua,action,REPORT_INCOME
alert hạn mức cho sức khỏe,action,SET_ALERT
check tiền đã xài hôm qua đi,action,REPORT_GENERAL
đổi tên thành Bin,action,SET_USERNAME
xóa giao dịch vừa nhập,action,DELETE
check tiền đã xài hôm nay đi,action,REPORT_COMPARE
đặt hạn mức giải trí 10 triệu,action,SET_LIMIT
hủy hóa đơn mới nhất,action,DELETE_LAST
kiếm giúp khoản trà sữa,action,SEARCH_RECORD
chuyển giao diện sáng,action,SETTING
alert hạn mức cho đi lại,action,SET_ALERT
save goal mua laptop 5 triệu,action,GOAL
save goal mua laptop 5 triệu,action,SET_GOAL
tạo mục tiêu tiết kiệm 100k,action,GOAL
tạo mục tiêu tiết kiệm 100k,action,GOAL
set limit ăn uống 200k mỗi tháng,action,LIMIT
xóa giao dịch vừa nhập,action,DELETE
chuyển giao diện sáng,action,SYSTEM_SETTING
tạo mục tiêu tiết kiệm 100k,action,SET_GOAL
tư vấn hạn mức cho mình,action,SUGGEST
xóa record cuối giúp mình,action,DELETE_LAST
save goal mua laptop 500k,action,SET_GOAL
search hóa đơn trên 5 triệu,action,SEARCH
bật dark mode,action,SETTING
update record vừa nhập,action,EDIT
cho t xem báo cáo tháng trước,action,REPORT_GENERAL
save goal mua laptop 100k,action,SET_GOAL
tư vấn hạn mức cho mình,action,SUGGEST
giảm limit còn 10 triệu,action,LIMIT
set limit ăn uống 10 triệu mỗi tháng,action,LIMIT
lương của mình là 10 triệu,action,SET_INCOME
set tone hài hước,action,TONE
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
set limit giải trí 500k mỗi tháng,action,LIMIT
kiếm giúp khoản trà sữa,action,SEARCH
cho t xem báo cáo 15-06-2026,action,REPORT_GENERAL
check tiền đã xài 01-01-2026 đi,action,REPORT_COMPARE
alert hạn mức cho ăn uống,action,SET_ALERT
tháng tới nên tiêu bao nhiêu,action,SUGGEST_BUDGET
đổi giọng sang dặn dỗi,action,TONE
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
nói chuyện dễ thương hơn đi,action,TONE
set nickname Min,action,SET_USERNAME
thống kê chi tiêu 01-01-2026,action,REPORT_GENERAL
thu nhập tháng này 500k,action,SET_INCOME
save goal mua laptop 1 triệu,action,GOAL
cộng thêm 2 triệu vào hạn mức,action,LIMIT
chuyển giao diện sáng,action,SETTING
cho t xem báo cáo thứ 2,action,REPORT_COMPARE
đề xuất budget hợp lý đi,action,SUGGEST
tắt chế độ tối,action,SYSTEM_SETTING
đổi danh mục sang ăn uống,action,UPDATE_RECORD
tháng tới nên tiêu bao nhiêu,action,SUGGEST_BUDGET
alert hạn mức cho nhà ở,action,SET_ALERT
chỉnh lại ghi chú nha,action,UPDATE_RECORD
xem report nhà ở thứ 6,action,REPORT_GENERAL
xem report sức khỏe 15-06-2026,action,REPORT_GENERAL
bật dark mode,action,SETTING
mở cài đặt,action,SETTING
set tone châm chọc,action,TONE
check tiền đã xài 15-06-2026 đi,action,REPORT
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
set limit giáo dục 2 triệu mỗi tháng,action,SET_LIMIT
giảm limit còn 1 triệu,action,SET_LIMIT
thống kê chi tiêu tháng 12 năm ngoái,action,REPORT_GENERAL
đổi danh mục sang giáo dục,action,UPDATE_RECORD
save goal mua laptop 5 triệu,action,GOAL
đề xuất budget hợp lý đi,action,SUGGEST
save goal mua laptop 100k,action,SET_GOAL
mở cài đặt,action,SYSTEM_SETTING
thu nhập tháng này 5 triệu,action,SET_INCOME
tìm giao dịch giáo dục,action,SEARCH
cộng thêm 500k vào hạn mức,action,SET_LIMIT
check tiền đã xài chủ nhật đi,action,REPORT_GENERAL
mở cài đặt,action,SYSTEM_SETTING
cho t xem báo cáo quý 1 năm nay,action,REPORT
set nickname Khang,action,SET_USERNAME
xem report ăn uống quý 1 năm nay,action,REPORT_COMPARE
xem report nhà ở quý 1 năm nay,action,REPORT_INCOME
check tiền đã xài 30 ngày qua đi,action,REPORT_INCOME
set limit đi lại 1 triệu mỗi tháng,action,SET_LIMIT
mục tiêu du lịch 500k trước hôm nay,action,SET_GOAL
save goal mua laptop 2 triệu,action,GOAL
đổi danh mục sang mua sắm,action,UPDATE_RECORD
chuyển giao diện sáng,action,SETTING
để dành 10 triệu nha,action,GOAL
xem report giáo dục năm ngoái,action,REPORT_INCOME
set nickname Mimo Master,action,SET_USERNAME
gọi mình là Min nhé,action,SET_USERNAME
kiếm giúp khoản trà sữa,action,SEARCH_RECORD
bật cảnh báo nhà ở,action,SET_ALERT
cộng thêm 500k vào hạn mức,action,SET_LIMIT
set tone dễ thương,action,SET_TONE
giảm limit còn 1 triệu,action,SET_LIMIT
đổi danh mục sang ăn uống,action,EDIT
cộng thêm 50k vào hạn mức,action,LIMIT
mục tiêu du lịch 200k trước thứ 6,action,SET_GOAL
mục tiêu du lịch 50k trước tháng 12 năm ngoái,action,GOAL
xóa giao dịch vừa nhập,action,DELETE
undo giao dịch cuối,action,DELETE
cộng thêm 50k vào hạn mức,action,SET_LIMIT
sửa giao dịch cuối thành 100k,action,UPDATE_RECORD
chuyển style nói chuyện nhé,action,SET_TONE
xem report giải trí tuần trước,action,REPORT_GENERAL
gợi ý ngân sách tháng sau,action,SUGGEST_BUDGET
cho t xem báo cáo tuần trước,action,REPORT_GENERAL
tắt thông báo chi tiêu,action,SET_ALERT
xem report mua sắm chủ nhật,action,REPORT_GENERAL
undo giao dịch cuối,action,DELETE_LAST
tìm giao dịch ăn uống,action,SEARCH_RECORD
kiếm giúp khoản trà sữa,action,SEARCH_RECORD
đổi danh mục sang mua sắm,action,UPDATE_RECORD
gợi ý ngân sách tháng sau,action,SUGGEST
cho t xem báo cáo cuối tuần,action,REPORT_COMPARE
cộng thêm 100k vào hạn mức,action,LIMIT
cho t xem báo cáo cuối tuần,action,REPORT
gọi mình là Khang nhé,action,SET_USERNAME
tắt thông báo chi tiêu,action,SET_ALERT
đặt hạn mức đi lại 100k,action,LIMIT
xem report giải trí hôm nay,action,REPORT_INCOME
chỉnh lại ghi chú nha,action,EDIT
thống kê chi tiêu cuối tuần,action,REPORT_COMPARE
set income 200k,action,SET_INCOME
sửa giao dịch cuối thành 5 triệu,action,EDIT
set tone dặn dỗi,action,TONE
thống kê chi tiêu năm ngoái,action,REPORT_GENERAL
đặt hạn mức đi lại 2 triệu,action,LIMIT
check tiền đã xài 30 ngày qua đi,action,REPORT_GENERAL
đổi giọng sang hài hước,action,TONE
cộng thêm 2 triệu vào hạn mức,action,SET_LIMIT
xóa giao dịch vừa nhập,action,DELETE
set tone dặn dỗi,action,SET_TONE
update record vừa nhập,action,EDIT
thống kê chi tiêu tuần trước,action,REPORT_GENERAL
tìm giao dịch giải trí,action,SEARCH
mở cài đặt,action,SETTING
nhắc mình khi vượt ngân sách,action,SET_ALERT
xóa record cuối giúp mình,action,DELETE_LAST
tìm giao dịch nhà ở,action,SEARCH
check tiền đã xài tháng 12 năm ngoái đi,action,REPORT_COMPARE
hủy hóa đơn mới nhất,action,DELETE_LAST
thống kê chi tiêu chủ nhật,action,REPORT_GENERAL
chuyển giao diện sáng,action,SYSTEM_SETTING
kiếm giúp khoản trà sữa,action,SEARCH_RECORD
cộng thêm 5 triệu vào hạn mức,action,LIMIT
update record vừa nhập,action,EDIT
update record vừa nhập,action,UPDATE_RECORD
tạo mục tiêu tiết kiệm 200k,action,SET_GOAL
bật cảnh báo ăn uống,action,SET_ALERT
hủy hóa đơn mới nhất,action,DELETE_LAST
tìm record 23-12-2025,action,SEARCH
tìm giao dịch giáo dục,action,SEARCH_RECORD
cộng thêm 200k vào hạn mức,action,LIMIT
tư vấn hạn mức cho mình,action,SUGGEST
xóa giao dịch vừa nhập,action,DELETE_LAST
mục tiêu du lịch 1 triệu trước tuần này,action,SET_GOAL
sửa giao dịch cuối thành 5 triệu,action,EDIT
tư vấn hạn mức cho mình,action,SUGGEST_BUDGET
check tiền đã xài thứ 3 đi,action,REPORT_COMPARE
chuyển style nói chuyện nhé,action,TONE
cho t xem báo cáo tháng này,action,REPORT_COMPARE
set limit ăn uống 500k mỗi tháng,action,LIMIT
mở cài đặt,action,SYSTEM_SETTING
xóa record cuối giúp mình,action,DELETE
chỉnh lại ghi chú nha,action,EDIT
save goal mua laptop 1 triệu,action,GOAL
nói chuyện hài hước hơn đi,action,SET_TONE
bật cảnh báo ăn uống,action,SET_ALERT
bật dark mode,action,SYSTEM_SETTING
giảm limit còn 50k,action,SET_LIMIT
check tiền đã xài 23-12-2025 đi,action,REPORT_GENERAL
sửa giao dịch cuối thành 50k,action,UPDATE_RECORD
xem report ăn uống tuần này,action,REPORT_COMPARE
sửa giao dịch cuối thành 1 triệu,action,EDIT
tắt chế độ tối,action,SYSTEM_SETTING
mục tiêu du lịch 10 triệu trước năm ngoái,action,GOAL
đổi danh mục sang giải trí,action,UPDATE_RECORD
để dành 5 triệu nha,action,GOAL
đổi giọng sang hài hước,action,TONE
đổi giọng sang hài hước,action,TONE
chỉnh lại ghi chú nha,action,EDIT
check tiền đã xài tháng 12 năm ngoái đi,action,REPORT
xem report giải trí thứ 3,action,REPORT
save goal mua laptop 200k,action,SET_GOAL
tháng tới nên tiêu bao nhiêu,action,SUGGEST
đề xuất budget hợp lý đi,action,SUGGEST
cho t xem báo cáo tháng 12 năm ngoái,action,REPORT_COMPARE
mở cài đặt,action,SETTING
sửa giao dịch cuối thành 2 triệu,action,UPDATE_RECORD
đặt hạn mức giáo dục 200k,action,LIMIT
hủy hóa đơn mới nhất,action,DELETE_LAST
xóa giao dịch vừa nhập,action,DELETE_LAST
đề xuất budget hợp lý đi,action,SUGGEST_BUDGET
để dành 500k nha,action,SET_GOAL
mở cài đặt,action,SYSTEM_SETTING
tạo mục tiêu tiết kiệm 50k,action,GOAL
đặt hạn mức sức khỏe 10 triệu,action,SET_LIMIT
alert hạn mức cho ăn uống,action,SET_ALERT
xóa record cuối giúp mình,action,DELETE_LAST
undo giao dịch cuối,action,DELETE
chuyển giao diện sáng,action,SETTING
kiếm giúp khoản trà sữa,action,SEARCH
đặt hạn mức đi lại 100k,action,LIMIT
search hóa đơn trên 2 triệu,action,SEARCH_RECORD
tháng tới nên tiêu bao nhiêu,action,SUGGEST_BUDGET
mở cài đặt,action,SYSTEM_SETTING
nhắc mình khi vượt ngân sách,action,SET_ALERT
đổi giọng sang châm chọc,action,TONE
xóa record cuối giúp mình,action,DELETE
set income 500k,action,SET_INCOME
từ giờ gọi t là Bin,action,SET_USERNAME
undo giao dịch cuối,action,DELETE_LAST
cho t xem báo cáo hôm qua,action,REPORT_COMPARE
chuyển style nói chuyện nhé,action,SET_TONE
search hóa đơn trên 500k,action,SEARCH_RECORD
xóa record cuối giúp mình,action,DELETE
check tiền đã xài 15-06-2026 đi,action,REPORT_INCOME
mở cài đặt,action,SETTING
thống kê chi tiêu 30 ngày qua,action,REPORT
xem report đi lại thứ 6,action,REPORT_COMPARE
save goal mua laptop 500k,action,GOAL
nói chuyện châm chọc hơn đi,action,SET_TONE
bật dark mode,action,SYSTEM_SETTING
check tiền đã xài tháng này đi,action,REPORT
